timestamp,close
2023-09-07T04:00:00Z,177.585
2023-09-08T04:00:00Z,178.2
2023-09-11T04:00:00Z,179.36
2023-09-12T04:00:00Z,176.29
2023-09-13T04:00:00Z,174.2
2023-09-14T04:00:00Z,175.74
2023-09-15T04:00:00Z,174.95
2023-09-18T04:00:00Z,178
2023-09-19T04:00:00Z,179.09
2023-09-20T04:00:00Z,175.48
2023-09-21T04:00:00Z,173.88
2023-09-22T04:00:00Z,174.75
2023-09-25T04:00:00Z,176.11
2023-09-26T04:00:00Z,172.005
2023-09-27T04:00:00Z,170.41
2023-09-28T04:00:00Z,170.74
2023-09-29T04:00:00Z,171.29
2023-10-02T04:00:00Z,173.73
2023-10-03T04:00:00Z,172.51
2023-10-04T04:00:00Z,173.59
2023-10-05T04:00:00Z,174.98
2023-10-06T04:00:00Z,177.49
2023-10-09T04:00:00Z,179.01
2023-10-10T04:00:00Z,178.41
2023-10-11T04:00:00Z,179.77
2023-10-12T04:00:00Z,180.69
2023-10-13T04:00:00Z,178.89
2023-10-16T04:00:00Z,178.68
2023-10-17T04:00:00Z,177.14
2023-10-18T04:00:00Z,175.8
2023-10-19T04:00:00Z,175.47
2023-10-20T04:00:00Z,172.87
2023-10-23T04:00:00Z,172.97
2023-10-24T04:00:00Z,173.39
2023-10-25T04:00:00Z,171.1
2023-10-26T04:00:00Z,166.77
2023-10-27T04:00:00Z,168.29
2023-10-30T04:00:00Z,170.28
2023-10-31T04:00:00Z,170.73
2023-11-01T04:00:00Z,173.92
2023-11-02T04:00:00Z,177.65
2023-11-03T04:00:00Z,176.64
2023-11-06T05:00:00Z,179.3
2023-11-07T05:00:00Z,181.88
2023-11-08T05:00:00Z,182.89
2023-11-09T05:00:00Z,182.48
2023-11-10T05:00:00Z,186.335
2023-11-13T05:00:00Z,184.76
2023-11-14T05:00:00Z,187.41
2023-11-15T05:00:00Z,188.15
2023-11-16T05:00:00Z,189.8
2023-11-17T05:00:00Z,189.75
2023-11-20T05:00:00Z,191.52
2023-11-21T05:00:00Z,190.66
2023-11-22T05:00:00Z,191.31
2023-11-24T05:00:00Z,189.93
2023-11-27T05:00:00Z,189.79
2023-11-28T05:00:00Z,190.27
2023-11-29T05:00:00Z,189.355
2023-11-30T05:00:00Z,189.88
2023-12-01T05:00:00Z,191.21
2023-12-04T05:00:00Z,189.44
2023-12-05T05:00:00Z,193.5
2023-12-06T05:00:00Z,192.33
2023-12-07T05:00:00Z,194.2
2023-12-08T05:00:00Z,195.69
2023-12-11T05:00:00Z,193.18
2023-12-12T05:00:00Z,194.7
2023-12-13T05:00:00Z,197.86
2023-12-14T05:00:00Z,198.16
2023-12-15T05:00:00Z,197.09
2023-12-18T05:00:00Z,195.91
2023-12-19T05:00:00Z,196.92
2023-12-20T05:00:00Z,194.945
2023-12-21T05:00:00Z,194.7
2023-12-22T05:00:00Z,193.59
2023-12-26T05:00:00Z,193.09
2023-12-27T05:00:00Z,193.19
2023-12-28T05:00:00Z,193.61
2023-12-29T05:00:00Z,192.61
2024-01-02T05:00:00Z,185.55
2024-01-03T05:00:00Z,184.24
2024-01-04T05:00:00Z,182
2024-01-05T05:00:00Z,181.09
2024-01-08T05:00:00Z,185.535
2024-01-09T05:00:00Z,185.07
2024-01-10T05:00:00Z,186.13
2024-01-11T05:00:00Z,185.63
2024-01-12T05:00:00Z,185.83
2024-01-16T05:00:00Z,183.57
2024-01-17T05:00:00Z,182.64
2024-01-18T05:00:00Z,188.7
2024-01-19T05:00:00Z,191.55
2024-01-22T05:00:00Z,193.89
2024-01-23T05:00:00Z,195.13
2024-01-24T05:00:00Z,194.565
2024-01-25T05:00:00Z,194.19
2024-01-26T05:00:00Z,192.37
2024-01-29T05:00:00Z,191.765
2024-01-30T05:00:00Z,188
2024-01-31T05:00:00Z,184.41
2024-02-01T05:00:00Z,186.88
2024-02-02T05:00:00Z,185.84
2024-02-05T05:00:00Z,187.64
2024-02-06T05:00:00Z,189.3
2024-02-07T05:00:00Z,189.37
2024-02-08T05:00:00Z,188.38
2024-02-09T05:00:00Z,188.835
2024-02-12T05:00:00Z,187.2
2024-02-13T05:00:00Z,185.085
2024-02-14T05:00:00Z,184.02
2024-02-15T05:00:00Z,183.86
2024-02-16T05:00:00Z,182.3
2024-02-20T05:00:00Z,181.64
2024-02-21T05:00:00Z,182.32
2024-02-22T05:00:00Z,184.34
2024-02-23T05:00:00Z,182.5
2024-02-26T05:00:00Z,181.2
2024-02-27T05:00:00Z,182.66
2024-02-28T05:00:00Z,181.45
2024-02-29T05:00:00Z,180.73
2024-03-01T05:00:00Z,179.64
2024-03-04T05:00:00Z,175.09
2024-03-05T05:00:00Z,170.13
2024-03-06T05:00:00Z,169.11
2024-03-07T05:00:00Z,168.97
2024-03-08T05:00:00Z,170.98
2024-03-11T04:00:00Z,172.81
2024-03-12T04:00:00Z,173.2
2024-03-13T04:00:00Z,171.13
2024-03-14T04:00:00Z,173.1
2024-03-15T04:00:00Z,172.59
2024-03-18T04:00:00Z,173.68
2024-03-19T04:00:00Z,176.1
2024-03-20T04:00:00Z,178.61
2024-03-21T04:00:00Z,171.38
2024-03-22T04:00:00Z,172.27
2024-03-25T04:00:00Z,170.89
2024-03-26T04:00:00Z,169.89
2024-03-27T04:00:00Z,173.355
2024-03-28T04:00:00Z,171.51
2024-04-01T04:00:00Z,169.97
2024-04-02T04:00:00Z,168.93
2024-04-03T04:00:00Z,169.74
2024-04-04T04:00:00Z,168.86
2024-04-05T04:00:00Z,169.68
2024-04-08T04:00:00Z,168.54
2024-04-09T04:00:00Z,169.7
2024-04-10T04:00:00Z,167.73
2024-04-11T04:00:00Z,175.04
2024-04-12T04:00:00Z,176.62
2024-04-15T04:00:00Z,172.73
2024-04-16T04:00:00Z,169.34
2024-04-17T04:00:00Z,168.01
2024-04-18T04:00:00Z,167.03
2024-04-19T04:00:00Z,164.96
2024-04-22T04:00:00Z,165.91
2024-04-23T04:00:00Z,166.81
2024-04-24T04:00:00Z,169.075
2024-04-25T04:00:00Z,169.94
2024-04-26T04:00:00Z,169.19
2024-04-29T04:00:00Z,173.48
2024-04-30T04:00:00Z,170.05
2024-05-01T04:00:00Z,169.34
2024-05-02T04:00:00Z,173.13
2024-05-03T04:00:00Z,183.36
2024-05-06T04:00:00Z,181.62
2024-05-07T04:00:00Z,182.35
2024-05-08T04:00:00Z,182.73
2024-05-09T04:00:00Z,184.62
2024-05-10T04:00:00Z,183.01
2024-05-13T04:00:00Z,186.28
2024-05-14T04:00:00Z,187.38
2024-05-15T04:00:00Z,189.73
2024-05-16T04:00:00Z,189.93
2024-05-17T04:00:00Z,189.865
2024-05-20T04:00:00Z,191.045
2024-05-21T04:00:00Z,192.37
2024-05-22T04:00:00Z,190.925
2024-05-23T04:00:00Z,186.91
2024-05-24T04:00:00Z,190
2024-05-28T04:00:00Z,190.1
2024-05-29T04:00:00Z,190.37
2024-05-30T04:00:00Z,191.28
2024-05-31T04:00:00Z,192.31
2024-06-03T04:00:00Z,193.99
2024-06-04T04:00:00Z,194.31
2024-06-05T04:00:00Z,195.87
2024-06-06T04:00:00Z,194.435
2024-06-07T04:00:00Z,196.88
2024-06-10T04:00:00Z,193.15
2024-06-11T04:00:00Z,207.15
2024-06-12T04:00:00Z,213.17
2024-06-13T04:00:00Z,214.22
2024-06-14T04:00:00Z,212.57
