timestamp,close
2023-09-07T04:00:00Z,330.09
2023-09-08T04:00:00Z,334.46
2023-09-11T04:00:00Z,338.06
2023-09-12T04:00:00Z,331.91
2023-09-13T04:00:00Z,336.16
2023-09-14T04:00:00Z,338.79
2023-09-15T04:00:00Z,330.21
2023-09-18T04:00:00Z,329.02
2023-09-19T04:00:00Z,328.65
2023-09-20T04:00:00Z,320.77
2023-09-21T04:00:00Z,319.61
2023-09-22T04:00:00Z,317.02
2023-09-25T04:00:00Z,317.61
2023-09-26T04:00:00Z,312.1
2023-09-27T04:00:00Z,312.86
2023-09-28T04:00:00Z,313.66
2023-09-29T04:00:00Z,315.76
2023-10-02T04:00:00Z,321.82
2023-10-03T04:00:00Z,313.51
2023-10-04T04:00:00Z,318.9
2023-10-05T04:00:00Z,319.46
2023-10-06T04:00:00Z,327.32
2023-10-09T04:00:00Z,329.91
2023-10-10T04:00:00Z,328.54
2023-10-11T04:00:00Z,332.47
2023-10-12T04:00:00Z,331.18
2023-10-13T04:00:00Z,327.8
2023-10-16T04:00:00Z,332.63
2023-10-17T04:00:00Z,331.99
2023-10-18T04:00:00Z,330.16
2023-10-19T04:00:00Z,331.375
2023-10-20T04:00:00Z,326.67
2023-10-23T04:00:00Z,329.16
2023-10-24T04:00:00Z,330.63
2023-10-25T04:00:00Z,340.77
2023-10-26T04:00:00Z,327.98
2023-10-27T04:00:00Z,329.92
2023-10-30T04:00:00Z,337.39
2023-10-31T04:00:00Z,338.04
2023-11-01T04:00:00Z,346.075
2023-11-02T04:00:00Z,348.34
2023-11-03T04:00:00Z,352.84
2023-11-06T05:00:00Z,356.52
2023-11-07T05:00:00Z,360.52
2023-11-08T05:00:00Z,363.17
2023-11-09T05:00:00Z,360.79
2023-11-10T05:00:00Z,369.93
2023-11-13T05:00:00Z,366.6
2023-11-14T05:00:00Z,370.31
2023-11-15T05:00:00Z,369.79
2023-11-16T05:00:00Z,376.215
2023-11-17T05:00:00Z,369.7
2023-11-20T05:00:00Z,377.64
2023-11-21T05:00:00Z,373.14
2023-11-22T05:00:00Z,377.87
2023-11-24T05:00:00Z,377.37
2023-11-27T05:00:00Z,378.645
2023-11-28T05:00:00Z,382.47
2023-11-29T05:00:00Z,378.97
2023-11-30T05:00:00Z,378.7
2023-12-01T05:00:00Z,374.3
2023-12-04T05:00:00Z,369.24
2023-12-05T05:00:00Z,372.58
2023-12-06T05:00:00Z,368.91
2023-12-07T05:00:00Z,370.85
2023-12-08T05:00:00Z,374.22
2023-12-11T05:00:00Z,371.3
2023-12-12T05:00:00Z,374.32
2023-12-13T05:00:00Z,374.27
2023-12-14T05:00:00Z,366.1
2023-12-15T05:00:00Z,369.72
2023-12-18T05:00:00Z,372.55
2023-12-19T05:00:00Z,373.245
2023-12-20T05:00:00Z,370.76
2023-12-21T05:00:00Z,373.5
2023-12-22T05:00:00Z,374.58
2023-12-26T05:00:00Z,374.72
2023-12-27T05:00:00Z,374.07
2023-12-28T05:00:00Z,375.7
2023-12-29T05:00:00Z,376.08
2024-01-02T05:00:00Z,370.92
2024-01-03T05:00:00Z,370.65
2024-01-04T05:00:00Z,367.94
2024-01-05T05:00:00Z,367.7
2024-01-08T05:00:00Z,374.4
2024-01-09T05:00:00Z,375.58
2024-01-10T05:00:00Z,382.65
2024-01-11T05:00:00Z,384.69
2024-01-12T05:00:00Z,388.44
2024-01-16T05:00:00Z,390.27
2024-01-17T05:00:00Z,389.52
2024-01-18T05:00:00Z,393.74
2024-01-19T05:00:00Z,398.5
2024-01-22T05:00:00Z,396.53
2024-01-23T05:00:00Z,398.84
2024-01-24T05:00:00Z,402.71
2024-01-25T05:00:00Z,405.07
